developer_id,date_key,total_tracked_minutes,deep_work_minutes,pure_flow_minutes,total_interruptions,ci_cd_interruptions,total_cognitive_tax_minutes,flow_efficiency_pct,cognitive_friction_score
104,20260210,510,210,179,2,0,28.240000000000002,86.37,23.53
104,20260211,510,343,247,6,1,98.75,71.44,82.29
104,20260212,510,319,264,2,1,26.39,90.91,21.99
104,20260213,510,290,232,6,0,86.17,72.92,71.81
104,20260216,510,303,271,6,1,122.26,68.91,100.0
104,20260217,510,365,288,2,2,31.509999999999998,90.14,26.26
104,20260218,510,435,311,6,2,116.36000000000001,72.77,96.97
104,20260219,510,362,238,4,2,46.120000000000005,83.77,38.43
104,20260220,510,435,343,8,5,150.8,69.46,100.0
104,20260223,510,308,255,4,4,67.59,79.05,56.32
104,20260224,510,380,283,7,4,100.4,73.81,83.67
104,20260225,510,335,295,5,2,76.34,79.44,63.62
104,20260226,510,400,383,6,1,123.94999999999999,75.55,100.0
104,20260227,510,348,348,3,2,37.989999999999995,90.16,31.66
104,20260302,510,377,273,2,1,22.37,92.43,18.64
104,20260303,510,365,290,6,4,100.25,74.31,83.54
104,20260304,510,369,329,6,3,102.28,76.28,85.23
104,20260305,510,349,188,5,2,81.07000000000001,69.87,67.56
104,20260306,510,250,208,3,2,39.44,84.06,32.87
104,20260309,510,385,301,7,3,114.34,72.47,95.28
104,20260310,510,345,317,7,1,124.73,71.76,100.0
104,20260311,510,340,319,2,1,37.64,89.45,31.37
104,20260312,510,380,284,4,2,64.64,81.46,53.87
104,20260313,510,425,329,6,2,107.26,75.41,89.38
104,20260316,510,390,308,7,2,110.94,73.52,92.45
104,20260317,510,345,253,7,3,86.81,74.45,72.34
104,20260318,510,245,233,5,2,78.44,74.81,65.37
104,20260319,510,305,228,7,2,104.74000000000001,68.52,87.28
104,20260320,510,425,357,6,1,124.42,74.16,100.0
104,20260323,510,285,196,3,1,43.21,81.94,36.01
104,20260324,510,363,335,6,2,96.51,77.63,80.42
104,20260325,510,316,249,5,3,99.03,71.55,82.52
104,20260326,510,285,252,3,2,43.81,85.19,36.51
104,20260327,510,300,282,2,0,31.139999999999997,90.06,25.95
104,20260330,510,405,288,4,1,73.0,79.78,60.83
104,20260331,510,385,332,5,0,73.5,81.87,61.25
105,20260101,510,285,215,4,0,66.0,76.51,55.0
105,20260102,510,266,142,3,1,44.21,76.26,36.84
105,20260105,510,375,363,9,7,149.92,70.77,100.0
105,20260106,510,380,337,6,3,71.69,82.46,59.74
105,20260107,510,410,334,7,4,118.66,73.79,98.88
105,20260108,510,365,274,5,1,78.28,77.78,65.23
105,20260109,510,220,164,3,1,32.01,83.67,26.67
105,20260112,510,390,334,4,0,55.519999999999996,85.75,46.27
105,20260113,510,405,330,4,3,41.47,88.84,34.56
105,20260114,510,355,285,3,1,53.33,84.24,44.44
105,20260115,510,225,153,5,1,82.21,65.05,68.51
105,20260116,510,411,337,4,2,71.96000000000001,82.4,59.97
105,20260119,510,440,385,5,2,88.65,81.28,73.88
105,20260120,510,455,430,5,1,92.13,82.35,76.77
105,20260121,510,375,315,5,3,71.6,81.48,59.67
105,20260122,510,305,248,5,2,90.07,73.36,75.06
105,20260123,510,325,325,2,2,29.259999999999998,91.74,24.38
105,20260126,510,325,223,5,2,94.91,70.15,79.09
105,20260127,510,335,286,2,2,31.59,90.05,26.32
105,20260128,510,340,247,5,0,110.66,69.06,92.22
105,20260129,510,410,354,5,3,72.86,82.93,60.72
105,20260130,510,363,316,3,2,57.269999999999996,84.66,47.72
105,20260202,510,399,322,5,2,65.57,83.08,54.64
105,20260203,510,230,230,2,2,35.769999999999996,86.54,29.81
105,20260204,510,290,276,3,1,38.68,87.71,32.23
105,20260205,510,234,165,4,1,46.32,78.08,38.6
105,20260206,510,341,254,6,2,96.25999999999999,72.52,80.22
105,20260209,510,375,375,2,1,36.54,91.12,30.45
105,20260210,510,290,166,5,1,79.65,67.58,66.38
105,20260211,510,349,308,3,1,50.67,85.87,42.22
105,20260212,510,405,316,4,3,57.62,84.58,48.02
105,20260213,510,285,245,6,2,83.06,74.68,69.22
105,20260216,510,495,435,6,2,104.28999999999999,80.66,86.91
105,20260217,510,375,357,2,1,37.35,90.53,31.13
105,20260218,510,370,332,3,2,40.09,89.23,33.41
105,20260219,510,355,248,8,2,133.73,64.97,100.0
105,20260220,510,350,350,1,1,19.45,94.74,16.21
105,20260223,510,345,324,5,2,92.03,77.88,76.69
105,20260224,510,328,275,5,4,77.64,77.98,64.7
105,20260225,510,340,252,3,2,44.29,85.05,36.91
105,20260226,510,244,186,5,2,109.78,62.88,91.48
105,20260227,510,330,273,5,2,78.48,77.67,65.4
105,20260302,510,425,364,3,0,34.97,91.23,29.14
105,20260303,510,450,363,8,6,121.57,74.91,100.0
105,20260304,510,310,245,4,1,59.519999999999996,80.45,49.6
105,20260305,510,281,175,4,1,56.36,75.64,46.97
105,20260306,510,405,367,5,3,86.35,80.95,71.96
105,20260309,510,390,310,5,1,104.66,74.76,87.22
105,20260310,510,365,268,8,3,158.62,62.82,100.0
105,20260311,510,240,168,5,2,74.7,69.22,62.25
105,20260312,510,410,385,6,4,89.58,81.12,74.65
105,20260313,510,356,317,3,2,61.980000000000004,83.65,51.65
105,20260316,510,280,268,2,1,39.94,87.03,33.28
105,20260317,510,258,180,5,3,72.27,71.35,60.22
105,20260318,510,365,313,6,2,94.05,76.89,78.38
105,20260319,510,415,330,5,2,78.4,80.8,65.33
105,20260320,510,485,444,4,3,54.74,89.02,45.62
105,20260323,510,267,231,4,0,62.67999999999999,78.66,52.23
105,20260324,510,400,372,5,2,71.8,83.82,59.83
105,20260325,510,150,61,5,2,90.96000000000001,40.14,75.8
105,20260326,510,348,322,6,1,85.94,78.93,71.62
105,20260327,510,410,251,6,2,100.8,71.35,84.0
105,20260330,510,377,315,3,0,42.51,88.11,35.43
105,20260331,510,315,216,6,3,96.47,69.13,80.39
106,20260101,510,264,199,2,1,30.770000000000003,86.61,25.64
106,20260102,510,285,173,5,2,86.43,66.68,72.03
106,20260105,510,395,350,3,2,41.66,89.36,34.72
106,20260106,510,350,288,5,2,104.39,73.4,86.99
106,20260107,510,379,361,4,1,50.620000000000005,87.7,42.18
106,20260108,510,465,384,4,1,79.41,82.86,66.18
106,20260109,510,470,407,6,3,86.57000000000001,82.46,72.14
106,20260112,510,372,291,6,4,78.6,78.73,65.5
106,20260113,510,285,229,4,1,68.07,77.09,56.72
106,20260114,510,276,196,4,3,65.26,75.02,54.38
106,20260115,510,337,271,7,4,123.77,68.65,100.0
106,20260116,510,390,322,5,2,80.82,79.94,67.35
106,20260119,510,215,164,5,1,65.3,71.52,54.42
106,20260120,510,420,384,5,1,73.18,83.99,60.98
106,20260121,510,350,305,4,1,49.18,86.11,40.98
106,20260122,510,305,249,3,2,37.440000000000005,86.93,31.2
106,20260123,510,420,318,8,3,147.37,68.33,100.0
106,20260126,510,320,288,7,1,117.35,71.05,97.79
106,20260127,510,287,266,3,0,52.31,83.57,43.59
106,20260128,510,480,390,5,2,73.73,84.1,61.44
106,20260129,510,350,329,6,4,86.75,79.13,72.29
106,20260130,510,335,311,5,1,74.97,80.58,62.48
106,20260202,510,365,305,4,2,72.06,80.89,60.05
106,20260203,510,358,244,4,1,65.62,78.81,54.68
106,20260204,510,370,306,6,0,107.91,73.93,89.92
106,20260205,510,358,301,2,1,28.97,91.22,24.14
106,20260206,510,325,235,7,4,113.86,67.36,94.88
106,20260209,510,420,331,9,3,113.73,74.43,94.78
106,20260210,510,365,326,4,3,71.77000000000001,81.96,59.81
106,20260211,510,395,362,4,1,69.41,83.91,57.84
106,20260212,510,450,420,5,0,86.11,82.99,71.76
106,20260213,510,365,278,5,4,81.2,77.39,67.67
106,20260216,510,285,197,6,2,77.86,71.67,64.88
106,20260217,510,365,283,5,1,84.31,77.05,70.26
106,20260218,510,370,259,3,2,39.91,86.65,33.26
106,20260219,510,455,401,2,2,30.25,92.99,25.21
106,20260220,510,385,322,4,2,61.849999999999994,83.89,51.54
106,20260223,510,235,139,5,0,95.3,59.33,79.42
106,20260224,510,335,296,3,2,46.27,86.48,38.56
106,20260225,510,415,399,2,1,27.32,93.59,22.77
106,20260226,510,330,264,4,1,69.17,79.24,57.64
106,20260227,510,269,192,5,2,79.83,70.63,66.53
106,20260302,510,238,198,2,0,26.17,88.33,21.81
106,20260303,510,355,292,5,1,61.790000000000006,82.53,51.49
106,20260304,510,240,213,4,2,82.89,71.99,69.08
106,20260305,510,420,365,4,2,54.769999999999996,86.95,45.64
106,20260306,510,279,261,3,2,56.540000000000006,82.19,47.12
106,20260309,510,353,334,6,5,67.14,83.26,55.95
106,20260310,510,400,289,6,5,108.72,72.66,90.6
106,20260311,510,350,270,5,1,84.07000000000001,76.26,70.06
106,20260312,510,370,370,3,1,47.260000000000005,88.67,39.38
106,20260313,510,295,239,5,2,90.83,72.46,75.69
106,20260316,510,290,215,6,4,86.98,71.2,72.48
106,20260317,510,470,458,4,1,49.05,90.33,40.88
106,20260318,510,454,414,3,1,49.730000000000004,89.28,41.44
106,20260319,510,390,320,5,1,84.75999999999999,79.06,70.63
106,20260320,510,380,340,2,2,30.8,91.69,25.67
106,20260323,510,320,305,4,2,35.85,89.48,29.88
106,20260324,510,364,318,5,2,94.8,77.03,79.0
106,20260325,510,428,390,6,1,106.52,78.55,88.77
106,20260326,510,295,279,3,2,42.73,86.72,35.61
106,20260327,510,395,358,4,0,67.65,84.11,56.38
106,20260330,510,401,358,8,4,128.33,73.61,100.0
106,20260331,510,305,215,4,0,95.24,69.3,79.37
107,20260101,510,335,262,7,3,119.2,68.73,99.33
107,20260102,510,267,244,1,0,12.74,95.04,10.62
107,20260105,510,255,109,6,1,99.77000000000001,52.21,83.14
107,20260106,510,389,324,2,2,23.75,93.17,19.79
107,20260107,510,220,196,1,1,14.7,93.02,12.25
107,20260108,510,410,340,4,2,67.6,83.42,56.33
107,20260109,510,455,421,6,2,91.61,82.13,76.34
107,20260112,510,450,323,7,3,112.58,74.15,93.82
107,20260113,510,405,405,5,1,93.67,81.22,78.06
107,20260114,510,370,318,3,2,41.93,88.35,34.94
107,20260115,510,320,255,4,0,48.49,84.02,40.41
107,20260116,510,275,235,5,3,81.31,74.29,67.76
107,20260119,510,305,235,3,0,64.57,78.45,53.81
107,20260120,510,435,354,6,2,115.82,75.35,96.52
107,20260121,510,380,353,5,0,101.21000000000001,77.72,84.34
107,20260122,510,311,287,6,2,135.53,67.92,100.0
107,20260123,510,380,345,3,1,48.989999999999995,87.57,40.82
107,20260126,510,455,407,5,3,72.71,84.84,60.59
107,20260127,510,313,300,3,2,49.16,85.92,40.97
107,20260128,510,480,468,5,3,72.97,86.51,60.81
107,20260129,510,341,293,2,1,26.32,91.76,21.93
107,20260130,510,425,338,4,1,75.62,81.72,63.02
107,20260202,510,294,183,5,2,94.83,65.87,79.03
107,20260203,510,345,283,5,2,66.81,80.9,55.68
107,20260204,510,375,356,4,2,70.99,83.37,59.16
107,20260205,510,365,335,3,0,60.84,84.63,50.7
107,20260206,510,410,366,3,1,46.230000000000004,88.79,38.53
107,20260209,510,300,267,6,3,94.27,73.91,78.56
107,20260210,510,440,384,5,3,71.02,84.39,59.18
107,20260211,510,360,360,2,0,34.93,91.16,29.11
107,20260212,510,387,341,6,3,99.04,77.49,82.53
107,20260213,510,360,302,6,3,96.42,75.8,80.35
107,20260216,510,400,368,6,3,97.86,78.99,81.55
107,20260217,510,315,303,5,2,83.3,78.44,69.42
107,20260218,510,280,168,3,0,51.41,76.57,42.84
107,20260219,510,321,293,2,1,35.730000000000004,89.13,29.78
107,20260220,510,346,238,6,2,101.6,70.08,84.67
107,20260223,510,355,303,4,3,56.35,84.32,46.96
107,20260224,510,264,200,6,2,83.99000000000001,70.43,69.99
107,20260225,510,285,245,3,1,45.99,84.2,38.33
107,20260226,510,395,353,2,0,26.67,92.98,22.22
107,20260227,510,305,285,7,4,111.53999999999999,71.87,92.95
107,20260302,510,300,257,5,1,79.23,76.44,66.03
107,20260303,510,341,229,5,1,107.86,67.98,89.88
107,20260304,510,295,190,6,3,105.14,64.38,87.62
107,20260305,510,340,292,5,3,86.59,77.13,72.16
107,20260306,510,455,414,7,3,114.93,78.27,95.78
107,20260309,510,410,322,8,5,137.97,70.0,100.0
107,20260310,510,410,276,9,2,166.49,62.37,100.0
107,20260311,510,275,192,4,2,54.7,77.83,45.58
107,20260312,510,350,324,0,0,0.0,100.0,0.0
107,20260313,510,380,322,2,1,23.84,93.11,19.87
107,20260316,510,350,296,4,0,69.14,81.06,57.62
107,20260317,510,400,350,6,1,118.17999999999999,74.76,98.48
107,20260318,510,400,326,7,2,103.27,75.94,86.06
107,20260319,510,440,405,4,2,67.76,85.67,56.47
107,20260320,510,340,293,6,3,95.4,75.44,79.5
107,20260323,510,370,319,4,3,69.62,82.09,58.02
107,20260324,510,335,292,4,3,55.06,84.14,45.88
107,20260325,510,450,429,3,3,45.51,90.41,37.92
107,20260326,510,345,266,4,1,58.870000000000005,81.88,49.06
107,20260327,510,345,326,4,1,74.88,81.32,62.4
107,20260330,510,310,203,5,0,71.19,74.04,59.32
107,20260331,510,360,318,6,4,86.65,78.59,72.21
108,20260101,510,365,316,8,4,136.3,69.87,100.0
108,20260102,510,330,242,5,1,68.03,78.06,56.69
108,20260105,510,383,383,4,3,64.39,85.61,53.66
108,20260106,510,425,317,9,4,156.99,66.88,100.0
108,20260107,510,255,243,4,1,54.9,81.57,45.75
108,20260108,510,370,302,5,2,98.61,75.39,82.18
108,20260109,510,420,360,5,1,69.53,83.81,57.94
108,20260112,510,130,96,3,3,42.17,69.48,35.14
108,20260113,510,290,274,2,0,17.21,94.09,14.34
108,20260114,510,367,309,6,4,96.28,76.24,80.23
108,20260115,510,370,276,5,3,69.0,80.0,57.5
108,20260116,510,495,431,5,3,99.12,81.3,82.6
108,20260119,510,325,281,6,4,114.42,71.06,95.35
108,20260120,510,352,284,3,1,45.41,86.21,37.84
108,20260121,510,470,422,3,1,48.349999999999994,89.72,40.29
108,20260122,510,285,248,4,1,78.84,75.88,65.7
108,20260123,510,295,210,9,3,153.26,57.81,100.0
108,20260126,510,275,183,7,3,86.31,67.95,71.93
108,20260127,510,410,354,7,5,110.17,76.27,91.81
108,20260128,510,380,355,3,2,41.629999999999995,89.5,34.69
108,20260129,510,331,259,6,4,93.73,73.43,78.11
108,20260130,510,385,371,3,0,59.45,86.19,49.54
108,20260202,510,300,300,2,1,28.759999999999998,91.25,23.97
108,20260203,510,455,403,8,5,164.03,71.07,100.0
108,20260204,510,340,235,7,3,118.72,66.44,98.93
108,20260205,510,423,350,7,2,95.95,78.48,79.96
108,20260206,510,425,298,7,3,119.47,71.38,99.56
108,20260209,510,345,333,2,0,40.099999999999994,89.25,33.42
108,20260210,510,410,340,5,3,81.02,80.76,67.52
108,20260211,510,440,285,6,1,100.31,73.97,83.59
108,20260212,510,230,206,6,0,96.97,67.99,80.81
108,20260213,510,375,268,5,3,74.71000000000001,78.2,62.26
108,20260216,510,326,261,5,3,74.97999999999999,77.68,62.48
