log_id,developer_id,date_key,timestamp_start,timestamp_end,activity_id,interruption_id,session_duration_minutes,in_flow_state,context_switch_flag,cognitive_recovery_minutes
1000061,104,20260101,2026-01-01 13:58:00,2026-01-01 14:13:00,5,0,15,False,0,0.0
1000062,104,20260101,2026-01-01 14:13:00,2026-01-01 14:43:00,3,0,30,False,0,0.0
1000063,104,20260101,2026-01-01 14:43:00,2026-01-01 15:16:00,2,0,33,True,0,0.0
1000064,104,20260101,2026-01-01 15:16:00,2026-01-01 16:11:00,1,0,55,True,0,0.0
1000065,104,20260101,2026-01-01 16:11:00,2026-01-01 16:56:00,6,0,45,False,0,0.0
1000066,104,20260101,2026-01-01 16:56:00,2026-01-01 17:21:00,4,0,25,False,0,0.0
1000067,104,20260101,2026-01-01 17:21:00,2026-01-01 17:30:00,3,0,9,False,0,0.0
1000068,105,20260101,2026-01-01 09:00:00,2026-01-01 09:16:00,1,7,16,False,1,12.85
1000069,105,20260101,2026-01-01 09:16:00,2026-01-01 10:26:00,2,0,70,True,0,0.0
1000070,105,20260101,2026-01-01 10:26:00,2026-01-01 10:42:00,2,0,16,False,0,0.0
1000071,105,20260101,2026-01-01 10:42:00,2026-01-01 10:56:00,1,0,14,False,0,0.0
1000072,105,20260101,2026-01-01 10:56:00,2026-01-01 11:26:00,5,0,30,False,0,0.0
1000073,105,20260101,2026-01-01 11:26:00,2026-01-01 12:05:00,1,5,39,True,1,22.51
1000074,105,20260101,2026-01-01 12:05:00,2026-01-01 12:50:00,6,0,45,False,0,0.0
1000075,105,20260101,2026-01-01 12:50:00,2026-01-01 13:05:00,4,0,15,False,0,0.0
1000076,105,20260101,2026-01-01 13:05:00,2026-01-01 13:35:00,3,0,30,False,0,0.0
1000077,105,20260101,2026-01-01 13:35:00,2026-01-01 13:50:00,3,0,15,False,0,0.0
1000078,105,20260101,2026-01-01 13:50:00,2026-01-01 14:18:00,1,6,28,True,1,6.66
1000079,105,20260101,2026-01-01 14:18:00,2026-01-01 15:18:00,6,0,60,False,0,0.0
1000080,105,20260101,2026-01-01 15:18:00,2026-01-01 15:48:00,5,0,30,False,0,0.0
1000081,105,20260101,2026-01-01 15:48:00,2026-01-01 16:12:00,1,4,24,False,1,23.98
1000082,105,20260101,2026-01-01 16:12:00,2026-01-01 16:43:00,1,0,31,True,0,0.0
1000083,105,20260101,2026-01-01 16:43:00,2026-01-01 17:30:00,1,0,47,True,0,0.0
1000084,106,20260101,2026-01-01 09:00:00,2026-01-01 09:22:00,2,0,22,False,0,0.0
1000085,106,20260101,2026-01-01 09:22:00,2026-01-01 10:07:00,6,0,45,False,0,0.0
1000086,106,20260101,2026-01-01 10:07:00,2026-01-01 10:52:00,5,0,45,False,0,0.0
1000087,106,20260101,2026-01-01 10:52:00,2026-01-01 11:22:00,5,0,30,False,0,0.0
1000088,106,20260101,2026-01-01 11:22:00,2026-01-01 11:47:00,1,0,25,True,0,0.0
1000089,106,20260101,2026-01-01 11:47:00,2026-01-01 12:12:00,3,0,25,False,0,0.0
1000090,106,20260101,2026-01-01 12:12:00,2026-01-01 12:30:00,2,0,18,False,0,0.0
1000091,106,20260101,2026-01-01 12:30:00,2026-01-01 13:15:00,1,0,45,True,0,0.0
1000092,106,20260101,2026-01-01 13:15:00,2026-01-01 14:14:00,1,0,59,True,0,0.0
1000093,106,20260101,2026-01-01 14:14:00,2026-01-01 14:29:00,4,0,15,False,0,0.0
1000094,106,20260101,2026-01-01 14:29:00,2026-01-01 14:44:00,5,0,15,False,0,0.0
1000095,106,20260101,2026-01-01 14:44:00,2026-01-01 14:56:00,1,0,12,False,0,0.0
1000096,106,20260101,2026-01-01 14:56:00,2026-01-01 15:56:00,5,0,60,False,0,0.0
1000097,106,20260101,2026-01-01 15:56:00,2026-01-01 17:06:00,1,7,70,True,1,15.8
1000098,106,20260101,2026-01-01 17:06:00,2026-01-01 17:19:00,1,1,13,False,1,14.97
1000099,106,20260101,2026-01-01 17:19:00,2026-01-01 17:30:00,3,0,11,False,0,0.0
1000100,107,20260101,2026-01-01 09:00:00,2026-01-01 09:15:00,4,0,15,False,0,0.0
1000101,107,20260101,2026-01-01 09:15:00,2026-01-01 09:40:00,5,0,25,False,0,0.0
1000102,107,20260101,2026-01-01 09:40:00,2026-01-01 10:31:00,1,3,51,True,1,11.38
1000103,107,20260101,2026-01-01 10:31:00,2026-01-01 11:01:00,1,0,30,True,0,0.0
1000104,107,20260101,2026-01-01 11:01:00,2026-01-01 11:31:00,6,0,30,False,0,0.0
1000105,107,20260101,2026-01-01 11:31:00,2026-01-01 12:01:00,3,0,30,False,0,0.0
1000106,107,20260101,2026-01-01 12:01:00,2026-01-01 12:58:00,1,0,57,True,0,0.0
1000107,107,20260101,2026-01-01 12:58:00,2026-01-01 13:18:00,1,2,20,False,1,23.4
1000108,107,20260101,2026-01-01 13:18:00,2026-01-01 13:39:00,1,1,21,False,1,18.49
1000109,107,20260101,2026-01-01 13:39:00,2026-01-01 13:51:00,2,0,12,False,0,0.0
1000110,107,20260101,2026-01-01 13:51:00,2026-01-01 14:38:00,1,7,47,True,1,15.99
1000111,107,20260101,2026-01-01 14:38:00,2026-01-01 14:52:00,1,1,14,False,1,12.87
1000112,107,20260101,2026-01-01 14:52:00,2026-01-01 15:24:00,1,1,32,True,1,20.89
1000113,107,20260101,2026-01-01 15:24:00,2026-01-01 15:39:00,3,0,15,False,0,0.0
1000114,107,20260101,2026-01-01 15:39:00,2026-01-01 16:24:00,1,7,45,True,1,16.18
1000115,107,20260101,2026-01-01 16:24:00,2026-01-01 17:09:00,5,0,45,False,0,0.0
1000116,107,20260101,2026-01-01 17:09:00,2026-01-01 17:24:00,6,0,15,False,0,0.0
1000117,107,20260101,2026-01-01 17:24:00,2026-01-01 17:30:00,1,0,6,False,0,0.0
1000118,108,20260101,2026-01-01 09:00:00,2026-01-01 09:39:00,1,1,39,True,1,22.05
1000119,108,20260101,2026-01-01 09:39:00,2026-01-01 10:04:00,1,5,25,True,1,25.27
1000120,108,20260101,2026-01-01 10:04:00,2026-01-01 10:29:00,5,0,25,False,0,0.0
1000121,108,20260101,2026-01-01 10:29:00,2026-01-01 10:44:00,6,0,15,False,0,0.0
1000122,108,20260101,2026-01-01 10:44:00,2026-01-01 11:14:00,3,0,30,False,0,0.0
1000123,108,20260101,2026-01-01 11:14:00,2026-01-01 11:29:00,3,0,15,False,0,0.0
1000124,108,20260101,2026-01-01 11:29:00,2026-01-01 12:25:00,2,1,56,True,1,15.17
1000125,108,20260101,2026-01-01 12:25:00,2026-01-01 13:00:00,2,0,35,True,0,0.0
1000126,108,20260101,2026-01-01 13:00:00,2026-01-01 13:45:00,4,0,45,False,0,0.0
1000127,108,20260101,2026-01-01 13:45:00,2026-01-01 14:40:00,2,3,55,True,1,16.13
1000128,108,20260101,2026-01-01 14:40:00,2026-01-01 15:28:00,2,1,48,True,1,15.42
1000129,108,20260101,2026-01-01 15:28:00,2026-01-01 16:26:00,1,0,58,True,0,0.0
1000130,108,20260101,2026-01-01 16:26:00,2026-01-01 16:40:00,2,3,14,False,1,12.96
1000131,108,20260101,2026-01-01 16:40:00,2026-01-01 17:03:00,1,1,23,False,1,16.54
1000132,108,20260101,2026-01-01 17:03:00,2026-01-01 17:15:00,1,3,12,False,1,12.76
1000133,108,20260101,2026-01-01 17:15:00,2026-01-01 17:30:00,3,0,15,False,0,0.0
1000134,109,20260101,2026-01-01 09:00:00,2026-01-01 09:50:00,2,0,50,True,0,0.0
1000135,109,20260101,2026-01-01 09:50:00,2026-01-01 10:50:00,1,1,60,True,1,15.65
1000136,109,20260101,2026-01-01 10:50:00,2026-01-01 11:05:00,3,0,15,False,0,0.0
1000137,109,20260101,2026-01-01 11:05:00,2026-01-01 11:25:00,1,0,20,False,0,0.0
1000138,109,20260101,2026-01-01 11:25:00,2026-01-01 11:59:00,1,0,34,True,0,0.0
1000139,109,20260101,2026-01-01 11:59:00,2026-01-01 12:39:00,1,1,40,True,1,12.68
1000140,109,20260101,2026-01-01 12:39:00,2026-01-01 13:39:00,3,0,60,False,0,0.0
1000141,109,20260101,2026-01-01 13:39:00,2026-01-01 14:04:00,6,0,25,False,0,0.0
1000142,109,20260101,2026-01-01 14:04:00,2026-01-01 14:49:00,2,0,45,True,0,0.0
1000143,109,20260101,2026-01-01 14:49:00,2026-01-01 15:14:00,5,0,25,False,0,0.0
1000144,109,20260101,2026-01-01 15:14:00,2026-01-01 15:39:00,3,0,25,False,0,0.0
1000145,109,20260101,2026-01-01 15:39:00,2026-01-01 16:09:00,5,0,30,False,0,0.0
1000146,109,20260101,2026-01-01 16:09:00,2026-01-01 16:24:00,1,0,15,False,0,0.0
1000147,109,20260101,2026-01-01 16:24:00,2026-01-01 16:39:00,6,0,15,False,0,0.0
1000148,109,20260101,2026-01-01 16:39:00,2026-01-01 17:30:00,2,0,51,True,0,0.0
1000149,110,20260101,2026-01-01 09:00:00,2026-01-01 09:45:00,4,0,45,False,0,0.0
1000150,110,20260101,2026-01-01 09:45:00,2026-01-01 10:40:00,2,5,55,True,1,25.71
1000151,110,20260101,2026-01-01 10:40:00,2026-01-01 11:08:00,1,3,28,True,1,12.05
1000152,110,20260101,2026-01-01 11:08:00,2026-01-01 11:20:00,1,3,12,False,1,11.09
1000153,110,20260101,2026-01-01 11:20:00,2026-01-01 11:50:00,4,0,30,False,0,0.0
1000154,110,20260101,2026-01-01 11:50:00,2026-01-01 12:22:00,1,1,32,True,1,18.88
1000155,110,20260101,2026-01-01 12:22:00,2026-01-01 13:16:00,2,0,54,True,0,0.0
1000156,110,20260101,2026-01-01 13:16:00,2026-01-01 14:16:00,3,0,60,False,0,0.0
1000157,110,20260101,2026-01-01 14:16:00,2026-01-01 15:58:00,1,0,102,True,0,0.0
1000158,110,20260101,2026-01-01 15:58:00,2026-01-01 16:26:00,1,1,28,True,1,17.16
1000159,110,20260101,2026-01-01 16:26:00,2026-01-01 17:01:00,1,0,35,True,0,0.0
1000160,110,20260101,2026-01-01 17:01:00,2026-01-01 17:30:00,1,3,29,True,1,12.32
1000161,111,20260101,2026-01-01 09:00:00,2026-01-01 09:15:00,5,0,15,False,0,0.0
1000162,111,20260101,2026-01-01 09:15:00,2026-01-01 09:27:00,1,0,12,False,0,0.0
1000163,111,20260101,2026-01-01 09:27:00,2026-01-01 10:00:00,1,0,33,True,0,0.0
1000164,111,20260101,2026-01-01 10:00:00,2026-01-01 10:15:00,3,0,15,False,0,0.0
1000165,111,20260101,2026-01-01 10:15:00,2026-01-01 10:39:00,2,0,24,False,0,0.0
1000166,111,20260101,2026-01-01 10:39:00,2026-01-01 11:26:00,2,3,47,True,1,9.9
1000167,111,20260101,2026-01-01 11:26:00,2026-01-01 11:44:00,1,0,18,False,0,0.0
1000168,111,20260101,2026-01-01 11:44:00,2026-01-01 11:59:00,3,0,15,False,0,0.0
1000169,111,20260101,2026-01-01 11:59:00,2026-01-01 13:29:00,1,0,90,True,0,0.0
1000170,111,20260101,2026-01-01 13:29:00,2026-01-01 14:36:00,2,3,67,True,1,6.94
1000171,111,20260101,2026-01-01 14:36:00,2026-01-01 15:50:00,2,1,74,True,1,13.84
1000172,111,20260101,2026-01-01 15:50:00,2026-01-01 16:15:00,3,0,25,False,0,0.0
1000173,111,20260101,2026-01-01 16:15:00,2026-01-01 16:36:00,1,2,21,False,1,14.96
1000174,111,20260101,2026-01-01 16:36:00,2026-01-01 16:57:00,2,0,21,False,0,0.0
1000175,111,20260101,2026-01-01 16:57:00,2026-01-01 17:30:00,1,0,33,True,0,0.0
1000176,112,20260101,2026-01-01 09:00:00,2026-01-01 09:30:00,5,0,30,False,0,0.0
1000177,112,20260101,2026-01-01 09:30:00,2026-01-01 09:55:00,3,0,25,False,0,0.0
1000178,112,20260101,2026-01-01 09:55:00,2026-01-01 10:11:00,1,0,16,False,0,0.0
1000179,112,20260101,2026-01-01 10:11:00,2026-01-01 10:26:00,5,0,15,False,0,0.0
1000180,112,20260101,2026-01-01 10:26:00,2026-01-01 11:26:00,3,0,60,False,0,0.0
1000181,112,20260101,2026-01-01 11:26:00,2026-01-01 12:10:00,2,0,44,True,0,0.0
1000182,112,20260101,2026-01-01 12:10:00,2026-01-01 12:42:00,1,0,32,True,0,0.0
1000183,112,20260101,2026-01-01 12:42:00,2026-01-01 13:42:00,2,0,60,True,0,0.0
1000184,112,20260101,2026-01-01 13:42:00,2026-01-01 13:57:00,1,0,15,False,0,0.0
1000185,112,20260101,2026-01-01 13:57:00,2026-01-01 14:14:00,1,0,17,False,0,0.0
1000186,112,20260101,2026-01-01 14:14:00,2026-01-01 15:03:00,2,0,49,True,0,0.0
1000187,112,20260101,2026-01-01 15:03:00,2026-01-01 15:35:00,1,0,32,True,0,0.0
1000188,112,20260101,2026-01-01 15:35:00,2026-01-01 16:18:00,1,1,43,True,1,17.3
1000189,112,20260101,2026-01-01 16:18:00,2026-01-01 16:33:00,6,0,15,False,0,0.0
1000190,112,20260101,2026-01-01 16:33:00,2026-01-01 17:18:00,3,0,45,False,0,0.0
1000191,112,20260101,2026-01-01 17:18:00,2026-01-01 17:30:00,4,0,12,False,0,0.0
1000192,113,20260101,2026-01-01 09:00:00,2026-01-01 09:20:00,1,1,20,False,1,17.09
1000193,113,20260101,2026-01-01 09:20:00,2026-01-01 09:52:00,1,2,32,True,1,19.59
1000194,113,20260101,2026-01-01 09:52:00,2026-01-01 10:29:00,1,0,37,True,0,0.0
1000195,113,20260101,2026-01-01 10:29:00,2026-01-01 10:47:00,2,0,18,False,0,0.0
1000196,113,20260101,2026-01-01 10:47:00,2026-01-01 11:09:00,1,3,22,False,1,10.77
1000197,113,20260101,2026-01-01 11:09:00,2026-01-01 11:43:00,1,3,34,True,1,12.01
1000198,113,20260101,2026-01-01 11:43:00,2026-01-01 11:58:00,1,1,15,False,1,14.87
1000199,113,20260101,2026-01-01 11:58:00,2026-01-01 12:40:00,1,2,42,True,1,20.28
1000200,113,20260101,2026-01-01 12:40:00,2026-01-01 13:30:00,1,1,50,True,1,13.11
1000201,113,20260101,2026-01-01 13:30:00,2026-01-01 14:01:00,1,0,31,True,0,0.0
1000202,113,20260101,2026-01-01 14:01:00,2026-01-01 14:16:00,4,0,15,False,0,0.0
1000203,113,20260101,2026-01-01 14:16:00,2026-01-01 14:59:00,2,0,43,True,0,0.0
1000204,113,20260101,2026-01-01 14:59:00,2026-01-01 15:16:00,2,0,17,False,0,0.0
1000205,113,20260101,2026-01-01 15:16:00,2026-01-01 15:31:00,5,0,15,False,0,0.0
1000206,113,20260101,2026-01-01 15:31:00,2026-01-01 15:43:00,2,7,12,False,1,22.47
1000207,113,20260101,2026-01-01 15:43:00,2026-01-01 16:28:00,5,0,45,False,0,0.0
1000208,113,20260101,2026-01-01 16:28:00,2026-01-01 16:49:00,1,4,21,False,1,32.54
1000209,113,20260101,2026-01-01 16:49:00,2026-01-01 17:23:00,1,1,34,True,1,13.09
1000210,113,20260101,2026-01-01 17:23:00,2026-01-01 17:30:00,2,0,7,True,0,0.0
1000211,114,20260101,2026-01-01 09:00:00,2026-01-01 09:59:00,1,7,59,True,1,18.16
1000212,114,20260101,2026-01-01 09:59:00,2026-01-01 10:43:00,1,3,44,True,1,15.93
1000213,114,20260101,2026-01-01 10:43:00,2026-01-01 11:13:00,5,0,30,False,0,0.0
1000214,114,20260101,2026-01-01 11:13:00,2026-01-01 12:20:00,2,0,67,True,0,0.0
1000215,114,20260101,2026-01-01 12:20:00,2026-01-01 13:38:00,2,1,78,True,1,10.29
1000216,114,20260101,2026-01-01 13:38:00,2026-01-01 14:01:00,2,0,23,False,0,0.0
1000217,114,20260101,2026-01-01 14:01:00,2026-01-01 14:26:00,2,0,25,True,0,0.0
1000218,114,20260101,2026-01-01 14:26:00,2026-01-01 14:41:00,5,0,15,False,0,0.0
1000219,114,20260101,2026-01-01 14:41:00,2026-01-01 15:22:00,1,2,41,True,1,20.2
1000220,114,20260101,2026-01-01 15:22:00,2026-01-01 16:22:00,3,0,60,False,0,0.0
1000221,114,20260101,2026-01-01 16:22:00,2026-01-01 17:01:00,1,0,39,True,0,0.0
1000222,114,20260101,2026-01-01 17:01:00,2026-01-01 17:30:00,5,0,29,False,0,0.0
1000223,115,20260101,2026-01-01 09:00:00,2026-01-01 09:20:00,1,0,20,False,0,0.0
1000224,115,20260101,2026-01-01 09:20:00,2026-01-01 10:05:00,5,0,45,False,0,0.0
1000225,115,20260101,2026-01-01 10:05:00,2026-01-01 10:20:00,4,0,15,False,0,0.0
1000226,115,20260101,2026-01-01 10:20:00,2026-01-01 11:09:00,1,5,49,True,1,21.22
1000227,115,20260101,2026-01-01 11:09:00,2026-01-01 12:22:00,1,5,73,True,1,25.18
1000228,115,20260101,2026-01-01 12:22:00,2026-01-01 12:34:00,1,0,12,False,0,0.0
1000229,115,20260101,2026-01-01 12:34:00,2026-01-01 12:59:00,4,0,25,False,0,0.0
1000230,115,20260101,2026-01-01 12:59:00,2026-01-01 13:44:00,5,0,45,False,0,0.0
1000231,115,20260101,2026-01-01 13:44:00,2026-01-01 13:59:00,1,3,15,False,1,15.5
1000232,115,20260101,2026-01-01 13:59:00,2026-01-01 14:21:00,1,0,22,False,0,0.0
1000233,115,20260101,2026-01-01 14:21:00,2026-01-01 15:30:00,1,0,69,True,0,0.0
1000234,115,20260101,2026-01-01 15:30:00,2026-01-01 15:45:00,6,0,15,False,0,0.0
1000235,115,20260101,2026-01-01 15:45:00,2026-01-01 17:10:00,1,5,85,True,1,26.84
1000236,115,20260101,2026-01-01 17:10:00,2026-01-01 17:30:00,1,2,20,True,1,17.75
1000237,116,20260101,2026-01-01 09:00:00,2026-01-01 09:29:00,2,0,29,True,0,0.0
1000238,116,20260101,2026-01-01 09:29:00,2026-01-01 09:54:00,5,0,25,False,0,0.0
1000239,116,20260101,2026-01-01 09:54:00,2026-01-01 10:09:00,4,0,15,False,0,0.0
1000240,116,20260101,2026-01-01 10:09:00,2026-01-01 10:34:00,5,0,25,False,0,0.0
1000241,116,20260101,2026-01-01 10:34:00,2026-01-01 10:57:00,1,5,23,False,1,20.64
1000242,116,20260101,2026-01-01 10:57:00,2026-01-01 11:09:00,1,6,12,False,1,9.01
1000243,116,20260101,2026-01-01 11:09:00,2026-01-01 11:24:00,6,0,15,False,0,0.0
1000244,116,20260101,2026-01-01 11:24:00,2026-01-01 11:39:00,2,0,15,False,0,0.0
1000245,116,20260101,2026-01-01 11:39:00,2026-01-01 12:09:00,2,3,30,True,1,13.19
1000246,116,20260101,2026-01-01 12:09:00,2026-01-01 13:09:00,3,0,60,False,0,0.0
1000247,116,20260101,2026-01-01 13:09:00,2026-01-01 13:31:00,1,7,22,False,1,13.48
1000248,116,20260101,2026-01-01 13:31:00,2026-01-01 13:56:00,5,0,25,False,0,0.0
1000249,116,20260101,2026-01-01 13:56:00,2026-01-01 14:13:00,1,7,17,False,1,16.3
1000250,116,20260101,2026-01-01 14:13:00,2026-01-01 14:27:00,2,3,14,False,1,12.2
1000251,116,20260101,2026-01-01 14:27:00,2026-01-01 14:42:00,4,0,15,False,0,0.0
1000252,116,20260101,2026-01-01 14:42:00,2026-01-01 15:24:00,2,3,42,True,1,12.88
1000253,116,20260101,2026-01-01 15:24:00,2026-01-01 15:36:00,1,1,12,False,1,14.22
1000254,116,20260101,2026-01-01 15:36:00,2026-01-01 15:58:00,1,0,22,False,0,0.0
1000255,116,20260101,2026-01-01 15:58:00,2026-01-01 16:38:00,1,0,40,True,0,0.0
1000256,116,20260101,2026-01-01 16:38:00,2026-01-01 17:24:00,1,7,46,True,1,17.31
1000257,116,20260101,2026-01-01 17:24:00,2026-01-01 17:30:00,1,0,6,True,0,0.0
1000258,117,20260101,2026-01-01 09:00:00,2026-01-01 10:05:00,1,0,65,True,0,0.0
1000259,117,20260101,2026-01-01 10:05:00,2026-01-01 10:37:00,1,4,32,True,1,22.16
1000260,117,20260101,2026-01-01 10:37:00,2026-01-01 11:22:00,6,0,45,False,0,0.0
1000261,117,20260101,2026-01-01 11:22:00,2026-01-01 11:55:00,2,0,33,True,0,0.0
1000262,117,20260101,2026-01-01 11:55:00,2026-01-01 12:25:00,1,0,30,True,0,0.0
1000263,117,20260101,2026-01-01 12:25:00,2026-01-01 12:44:00,2,5,19,False,1,18.51
1000264,117,20260101,2026-01-01 12:44:00,2026-01-01 13:09:00,5,0,25,False,0,0.0
1000265,117,20260101,2026-01-01 13:09:00,2026-01-01 13:34:00,6,0,25,False,0,0.0
1000266,117,20260101,2026-01-01 13:34:00,2026-01-01 14:09:00,1,0,35,True,0,0.0
1000267,117,20260101,2026-01-01 14:09:00,2026-01-01 14:34:00,2,0,25,True,0,0.0
1000268,117,20260101,2026-01-01 14:34:00,2026-01-01 14:58:00,1,6,24,False,1,8.57
1000269,117,20260101,2026-01-01 14:58:00,2026-01-01 15:23:00,6,0,25,False,0,0.0
1000270,117,20260101,2026-01-01 15:23:00,2026-01-01 15:53:00,3,0,30,False,0,0.0
1000271,117,20260101,2026-01-01 15:53:00,2026-01-01 16:18:00,3,0,25,False,0,0.0
1000272,117,20260101,2026-01-01 16:18:00,2026-01-01 17:23:00,1,0,65,True,0,0.0
1000273,117,20260101,2026-01-01 17:23:00,2026-01-01 17:30:00,5,0,7,False,0,0.0
1000274,118,20260101,2026-01-01 09:00:00,2026-01-01 09:36:00,1,2,36,True,1,18.91
1000275,118,20260101,2026-01-01 09:36:00,2026-01-01 10:01:00,4,0,25,False,0,0.0
1000276,118,20260101,2026-01-01 10:01:00,2026-01-01 10:24:00,1,0,23,False,0,0.0
1000277,118,20260101,2026-01-01 10:24:00,2026-01-01 11:17:00,1,2,53,True,1,20.29
